text,target,label
"No ethical consumption under capitalism movie menfess moviemenfes Nov 22, 2021 Automated Mvs baru ngelarin ini dan speechless bgt jadi gak mau makan ikan laut lagi","In the future, there will be a growing movement towards ethical consumption that challenges the principles of capitalism",2
MACRON DECLARES MANDATORY VACCINES ARE COMING NEXT FLU SEASON EVENTHOUGH THE PLANDEMIC IS OVER.... EXPECT THIS IN OTHER NWO COUNTRIES THIS NEXT DARK WINTER....,"VACCINES WILL BE REQUIRED NEXT FLU SEASON, EVEN AFTER PLANEMIC IS OVER.",1
MACRON DECLARES MANDATORY VACCINES ARE COMING NEXT FLU SEASON EVENTHOUGH THE PLANDEMIC IS OVER.... EXPECT THIS IN OTHER NWO COUNTRIES THIS NEXT DARK WINTER....,"Next flu season, even before pandemic, there is going to be a need for vaccinations.",0
MACRON DECLARES MANDATORY VACCINES ARE COMING NEXT FLU SEASON EVENTHOUGH THE PLANDEMIC IS OVER.... EXPECT THIS IN OTHER NWO COUNTRIES THIS NEXT DARK WINTER....,The New World Order will spread vaccination requirements like they did in France.,2
"NATO is a threat to the world, and it must be dissolved immediately. How is that for a new concept?","Urging immediate dissolution of NATO, deeming it a global threat.",1
"NATO is a threat to the world, and it must be dissolved immediately. How is that for a new concept?",Insisting on NATO's quick strengthening and recognising it as a worldwide asset.,0
"NATO is a threat to the world, and it must be dissolved immediately. How is that for a new concept?","New global alliances formed, reshaping cooperation and security dynamics.",2
"We believe that justice and equal rights are important, yet it's fair to say that we can also blind ourselves to the plight of others. As humans, we constantly demand to be treated fairly, and although our non-human friends want exactly the same, we still chain and enslave them.","We value fairness and equal rights, but it's also true that sometimes we can become oblivious to the suffering of others.",1
"We believe that justice and equal rights are important, yet it's fair to say that we can also blind ourselves to the plight of others. As humans, we constantly demand to be treated fairly, and although our non-human friends want exactly the same, we still chain and enslave them.","We believe that justice and equal rights are overrated, and it's perfectly fine to discriminate against others based on their race, gender, or sexual orientation. We demand special privileges for ourselves, even if it means exploiting and enslaving non-human creatures.",0
"We believe that justice and equal rights are important, yet it's fair to say that we can also blind ourselves to the plight of others. As humans, we constantly demand to be treated fairly, and although our non-human friends want exactly the same, we still chain and enslave them.",There will be more activism and work done to advance the welfare and protection of animals.,2
"Saving specific cultural output on Radio Scotland doesn't solve the problem of the station itself, or the unprecedented crisis facing Scottish arts: bellacaledonia.org.uk Why is Radio Scotland so shite? It s difficult to know if Radio Scotland needs salvaged or put out of its misery. But in the context of Creative Scotland s warning that it may have to cut in half the number of compani 2 8 15 3,293","Creative Scotland warns of potential half-cutting of Radio Scotland, highlighting the need for a comprehensive approach to address Scottish arts crisis.",1
"Saving specific cultural output on Radio Scotland doesn't solve the problem of the station itself, or the unprecedented crisis facing Scottish arts: bellacaledonia.org.uk Why is Radio Scotland so shite? It s difficult to know if Radio Scotland needs salvaged or put out of its misery. But in the context of Creative Scotland s warning that it may have to cut in half the number of compani 2 8 15 3,293","Radio Scotland may face financial changes, but Creative Scotland emphasises the importance of finding an efficient solution to any cultural issue.",0
"Saving specific cultural output on Radio Scotland doesn't solve the problem of the station itself, or the unprecedented crisis facing Scottish arts: bellacaledonia.org.uk Why is Radio Scotland so shite? It s difficult to know if Radio Scotland needs salvaged or put out of its misery. But in the context of Creative Scotland s warning that it may have to cut in half the number of compani 2 8 15 3,293",Radio Scotland will improve its programming and become a thriving cultural institution with increased support from Creative Scotland.,2
